Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Cao Xuân Dục, Quận Hải Châu, Đà Nẵng"," 4,8 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",14m,2
" Đường Tiên Sơn 10, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,33
" Đường Lê Đình Dương, Quận Hải Châu, Đà Nẵng"," 2,35 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,8m",12m,1
" Đường Hoàng Diệu, Quận Hải Châu, Đà Nẵng"," 2,75 tỷ ", 60 m2,_,Nhà trong hẻm,---,"3,7m",16m,2
" Đường Hoàng Diệu, Quận Hải Châu, Đà Nẵng"," 1,999 tỷ ", 38 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,13m,2
" Đường Đỗ Quang, Quận Hải Châu, Đà Nẵng"," 1,99 tỷ ", 72 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,1
" Đường Mai Lão Bạng, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Hoàng Thúc Trâm, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Hùng Vương, Quận Hải Châu, Đà Nẵng"," 2,78 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",9m,2
" Đường Núi Thành, Quận Hải Châu, Đà Nẵng"," 2,8 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,7m,1
" Đường Ông Ích Khiêm, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,9m,4
" Đường Hoàng Diệu, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 71 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Trưng Nữ Vương, Quận Hải Châu, Đà Nẵng"," 3,57 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,2
" Đường Ông Ích Khiêm, Quận Hải Châu, Đà Nẵng"," 3,29 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2
" Đường Thái Phiên, Quận Hải Châu, Đà Nẵng"," 3,3 tỷ ", 38 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,2
" Đường Núi Thành, Quận Hải Châu, Đà Nẵng"," 3,99 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Tiểu La, Quận Hải Châu, Đà Nẵng"," 3,99 tỷ ", 50 m2,_,Nhà trong hẻm,---,5m,10m,4
" Đường Đinh Tiên Hoàng, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 46 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,11m,3
" Đường Tiểu La, Quận Hải Châu, Đà Nẵng"," 3,98 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Duy Tân, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,18m,3
" Đường Trưng Nhị, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,21m,3
" Đường Nguyễn Chí Thanh, Quận Hải Châu, Đà Nẵng"," 6,85 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,3
" Đường Tiên Sơn, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,6m,1
" Đường Hoàng Diệu, Quận Hải Châu, Đà Nẵng"," 6,5 tỷ ", 76 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,13m,3
" Đường Dương Bá Trạc, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 78 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Nguyễn Thành Ý, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 78 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3
" Đường Lưu Trọng Lư, Quận Hải Châu, Đà Nẵng"," 5,15 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2
" Đường Phan Trọng Tuệ, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,4
" Đường Lê Sát, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,2
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,5 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,3m,5
" Đường Nguyễn Văn Linh, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",15m,3
" Đường Lý Tự Trọng, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,10m,4
" Đường Đống Đa, Quận Hải Châu, Đà Nẵng", 5 tỷ , 170 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,10m,4
" Đường Hoàng Văn Thụ, Quận Hải Châu, Đà Nẵng", 5 tỷ , 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",10m,3
" Đường Trần Đức Thảo, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,24m,3
" Đường Núi Thành, Quận Hải Châu, Đà Nẵng"," 4,4 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,"7,5m",4
" Đường Tiểu La, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,18m,3
" Đường Ông Ích Khiêm, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Bắc Đẩu, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,3
" Đường Núi Thành, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,11m,3
" Đường Hoàng Thúc Trâm, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 72 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,5m",9m,2
" Đường Tiểu La, Quận Hải Châu, Đà Nẵng"," 3,35 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,1
" Đường Đống Đa, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 30 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",8m,5
" Đường Hải Phòng, Quận Hải Châu, Đà Nẵng"," 1,69 tỷ ", 30 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,10m,2
" Đường Hải Phòng, Quận Hải Châu, Đà Nẵng"," 1,65 tỷ ", 25 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,8m,2
" Đường Lý Tự Trọng, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m",10m,4
" Đường Tôn Đản, Quận Cẩm Lệ, Đà Nẵng"," 2,5 tỷ ", 103 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"7,5m",15m,2
" Đường Hùng Vương, Quận Hải Châu, Đà Nẵng"," 2,6 tỷ ", 43 m2,_,Nhà trong hẻm,---,4m,11m,2
" Đường Núi Thành, Quận Hải Châu, Đà Nẵng"," 2,25 tỷ ", 41 m2,_,Nhà trong hẻm,---,"3,7m",13m,3
" Đường Phan Trọng Tuệ, Quận Hải Châu, Đà Nẵng"," 6,4 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Hoàng Diệu, Quận Hải Châu, Đà Nẵng"," 1,93 tỷ ", 27 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,9m,1
" Đường 2/9, Quận Hải Châu, Đà Nẵng"," 2,8 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,10m,7m,2
" Đường Đoàn Thị Điểm, Quận Hải Châu, Đà Nẵng"," 2,1 tỷ ", 31 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",7m,3
" Đường Tiểu La, Quận Hải Châu, Đà Nẵng"," 3,98 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3
" Đường Nguyễn Tri Phương, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 50 m2,_,Nhà trong hẻm,---,4m,13m,2
" Đường Ông Ích Khiêm, Quận Hải Châu, Đà Nẵng"," 2,95 tỷ ", 66 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,2
" Đường Đống Đa, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,11m,3
" Đường Cô Giang, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,3
" Đường 2/9, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,10m,7m,3
" Đường Hoàng Thúc Trâm, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,4
" Đường Nguyễn Văn Linh, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,8m,3
" Đường Phan Bội Châu, Quận Hải Châu, Đà Nẵng"," 6,4 tỷ ", 78 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,"8,5m",2
" Đường Nguyễn Giản Thanh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,95 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,52m,---,3
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 14,7 tỷ ", 290 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,20m,---,1
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 11 tỷ , 614 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,7
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 10,9 tỷ ", 614 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,7
" Đường Dương Trí Trạch, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 12,3 tỷ ", 412 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,5
" An hải đông 1 Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 11,29 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","21,3m",5
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 12,95 tỷ ", 160 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,16m,3
" Đường Đinh Lễ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 75 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,5 tỷ ", 208 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 20,8 tỷ ", 130 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,4m","23,5m",2
" Đường Nguyễn Nghiêm, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 8,7 tỷ ", 68 m2,_,Nhà mặt tiền,---,6m,---,4
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,2 tỷ ", 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hàn Mạc Tử, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 7 tỷ , 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,3
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 6 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,1
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng", 6 tỷ , 77 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,2 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,95 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Tiên Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,9 tỷ ", 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Vùng Trung 5, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,85 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,9m,---,2
" Đường Vùng Trung 3, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,9 tỷ ", 185 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",---,3
" Đường Khuê Mỹ Đông, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,3 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 74 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,1 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Dương Quảng Hàm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,15 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lê Thanh Nghị, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 116 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 6,3 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,6 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Thái Thị Bôi, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,6 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",---,3
" Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 24,99 tỷ ", 330 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,---,4
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,4 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Tống Phước Phổ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Đăng Đạo, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Đăng Đạo, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 6,3 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hoàng Đạo Thúy, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" 17 Đường Bình An, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,9 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",---,3
" Đường Phan Anh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 107 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Dương Quảng Hàm, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,7m",---,3
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",---,3
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 32 tỷ , 189 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,---,6
" Đường Thanh Long, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",---,3
" Đường Thanh Thủy, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,69 tỷ ", 119 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,9m",---,3
" Đường Hải Hồ, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,64 tỷ ", 122 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,3m",---,3
" Đường Thanh Sơn, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 129 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,6m",---,4
" Đường Hoàng Xuân Nhị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,99 tỷ ", 109 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lê Văn Quý, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 115 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,11m,---,3
" Đường Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,5 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Công Trứ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,5 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Lý Tự Trọng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m",---,4
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,15 tỷ ", 168 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,3m",---,2
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,15 tỷ ", 186 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,2
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,15 tỷ ", 186 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,2
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 5,3 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,2m",---,4
" Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m",---,4
" Đường Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 5,59 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,3m",---,4
" Đường Tiên Sơn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,8 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nguyễn Đăng Đạo, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,95 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,3 tỷ ", 175 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",---,2
" Đường Phạm Huy Thông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 28,5 tỷ ", 257 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"12,5m",21m,9
" Đường Đồng Phước Huyến, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,2 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,6 tỷ ", 87 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,25m",15m,3
" Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,3 tỷ ", 70 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,6m",20m,4
" Đường Phan Huy Ích, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 6 tỷ , 66 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",12m,3
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 95 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,3
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,4 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,3
" Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Nguyễn Tuân, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,75 tỷ ", 88 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,6m",1
" Đường Nguyễn Hữu An, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 29,5 tỷ ", 257 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"12,5m",21m,9
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,6 tỷ ", 115 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3
" Đường Phan Đình Thông, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,8 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,9 tỷ ", 110 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,3
" Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,29 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Hà Mục, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,6 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,6 tỷ ", 115 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 6 tỷ , 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 83 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"7,6m",14m,3
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 45 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",9m,3
